,generation,train_fitness
115,1160.0,1.8104998247202009
116,1170.0,1.7890559531968224
117,1180.0,1.7716197184612326
118,1190.0,1.83385346962763
119,1200.0,1.840707169513333
120,1210.0,1.871476462503002
121,1220.0,1.8806140612441347
122,1230.0,1.8835154031002947
123,1240.0,1.7526054961513153
124,1250.0,1.8268785282955793
125,1260.0,1.7757226371172357
126,1270.0,1.786895906605946
127,1280.0,1.778390757960339
128,1290.0,1.9051287901801255
129,1300.0,1.8522453081447405
130,1310.0,1.8366536366534132
131,1320.0,1.8589947494198191
132,1330.0,1.8605733189040219
133,1340.0,1.9383978983714405
134,1350.0,1.9267753997850483
135,1360.0,1.8663014375560805
136,1370.0,1.918936490052801
137,1380.0,1.954758322069001
138,1390.0,1.8905242740356905
139,1400.0,1.9753215338239927
140,1410.0,1.956222738555397
141,1420.0,1.9464215601666646
142,1430.0,1.934935214511486
143,1440.0,1.8498303386192316
144,1450.0,1.9069117678565997
145,1460.0,1.9188414585285696
146,1470.0,1.899609652761932
147,1480.0,1.9562825014010214
148,1490.0,1.9196160311498371
149,1500.0,1.9617679036200462
150,1510.0,1.837465289002454
151,1520.0,1.8785956706326705
152,1530.0,1.8413378816594552
153,1540.0,1.862661504176391
154,1550.0,1.8724892912052757
155,1560.0,1.8993266439086098
156,1570.0,1.8470480353050331
157,1580.0,1.8564508140404208
158,1590.0,1.9711153911036143
159,1600.0,1.9523173445352457
160,1610.0,2.0519569636073407
161,1620.0,1.9277083254723335
162,1630.0,1.9990072012688822
163,1640.0,1.8726464624460974
164,1650.0,1.867079252834701
165,1660.0,1.8701551055336056
166,1670.0,2.059986959566297
167,1680.0,1.9600989034183782
168,1690.0,1.8515455951849833
169,1700.0,1.7837376612209848
170,1710.0,1.9121955613045092
171,1720.0,1.863636036054096
172,1730.0,2.0045809125639176
173,1740.0,1.9909806739542406
174,1750.0,1.9233364393819412
175,1760.0,1.9897924575024268
176,1770.0,2.0022262847128904
177,1780.0,2.0551362378696036
178,1790.0,2.036837506936063
179,1800.0,2.0236974324124457
180,1810.0,1.9704630099168043
181,1820.0,2.048907985435963
182,1830.0,2.0457410773762446
183,1840.0,1.9892149189159747
184,1850.0,2.0561317430806314
185,1860.0,2.054975762784628
186,1870.0,2.017337026892873
187,1880.0,1.9553433697029072
188,1890.0,1.9264391127903886
189,1900.0,2.114830351262585
190,1910.0,1.9878403679958292
191,1920.0,2.084511478677923
192,1930.0,2.117087510140697
193,1940.0,2.181715804247695
194,1950.0,2.1687504025740876
195,1960.0,2.1438811955100623
196,1970.0,2.1411844770994484
197,1980.0,2.12412193161971
198,1990.0,2.023975991085931
199,2000.0,2.2161724653506027
200,2010.0,2.0129708987180446
201,2020.0,2.1873939867472756
202,2030.0,2.189335570274386
203,2040.0,2.147718785675997
204,2050.0,2.1840694552464117
205,2060.0,2.2358434163290593
206,2070.0,2.244049989829327
207,2080.0,2.2751677612302252
208,2090.0,2.2798523363775476
209,2100.0,2.1114771404109116
210,2110.0,2.1730160180227593
211,2120.0,2.384375287344044
212,2130.0,2.164472878138687
213,2140.0,2.320134254176529
214,2150.0,2.165066435115221
215,2160.0,2.239301705663079
216,2170.0,2.1473365522791985
217,2180.0,2.0286833860068483
218,2190.0,2.2093713077282033
219,2200.0,2.121010406199625
220,2210.0,2.1125515321244754
221,2220.0,2.1805615688355235
222,2230.0,2.147314977536206
223,2240.0,2.126966576444173
224,2250.0,2.1775411953153823
225,2260.0,2.1261332781258875
226,2270.0,2.1896524534425574
227,2280.0,2.14322376471146
228,2290.0,2.1876633817762547
229,2300.0,2.2046298642790276
230,2310.0,2.26391321487581
231,2320.0,2.2155157436732784
232,2330.0,2.138013263782537
233,2340.0,2.2327074360982846
234,2350.0,2.299996869418428
235,2360.0,2.2295380191274536
236,2370.0,2.195542156844672
237,2380.0,2.2079579072805324
238,2390.0,2.2725259008319965
239,2400.0,2.2589554234006126
240,2410.0,2.2630010783184193
241,2420.0,2.2646064353791426
242,2430.0,2.0985421089786986
243,2440.0,2.1823395797276923
244,2450.0,2.2542574978491112
245,2460.0,2.1671842424475134
246,2470.0,2.231592870965902
247,2480.0,2.2788307356181674
248,2490.0,2.2798497030070464
249,2500.0,2.2208667222284886
250,2510.0,2.1918044826673992
251,2520.0,2.2218055188641657
252,2530.0,2.355765369903298
253,2540.0,2.2245393659360966
254,2550.0,2.3112471043983778
255,2560.0,2.3094107606043246
256,2570.0,2.250448722123504
257,2580.0,2.2019646451960444
258,2590.0,2.1616620292952904
259,2600.0,2.2349265122714965
260,2610.0,2.2678212332523895
261,2620.0,2.257512975958095
262,2630.0,2.3546503297205246
263,2640.0,2.3146436839221636
264,2650.0,2.3099691176162853
265,2660.0,2.268769934561706
266,2670.0,2.2657217956914244
267,2680.0,2.2152610907654973
268,2690.0,2.396108747405462
269,2700.0,2.2270678150969445
270,2710.0,2.148780984242822
271,2720.0,2.1702823304637704
272,2730.0,2.3132796445584134
273,2740.0,2.249449376355318
274,2750.0,2.1813131505458423
275,2760.0,2.128050449884958
276,2770.0,2.2090338579279942
277,2780.0,2.173044585882906
278,2790.0,2.1419315782678785
279,2800.0,2.1872658014022455
280,2810.0,2.1738502835788553
281,2820.0,2.2248322978766537
282,2830.0,2.2596924800882414
283,2840.0,2.166423620639711
284,2850.0,2.148346377769925
285,2860.0,2.240815389350669
286,2870.0,2.1862811718226403
287,2880.0,2.273199458138164
288,2890.0,2.243041323287811
289,2900.0,2.169332984395449
290,2910.0,2.1421866086010586
291,2920.0,2.2118010771625944
292,2930.0,2.162323576373339
293,2940.0,2.208154790955579
294,2950.0,2.2648786752359906
295,2960.0,2.1621365915172026
296,2970.0,2.166505449997453
297,2980.0,2.346491452426824
298,2990.0,2.1911223441313
299,3000.0,2.153214390473175
300,3010.0,2.1220400368143677
301,3020.0,2.2864557708139146
302,3030.0,2.275642544136282
303,3040.0,2.152341626235292
304,3050.0,2.2587781147637487
305,3060.0,2.1962089383176897
306,3070.0,2.129531346366281
307,3080.0,2.2657335759888784
308,3090.0,2.1440221553724235
309,3100.0,2.2762251451894406
310,3110.0,2.225875000165528
311,3120.0,2.254020055890728
312,3130.0,2.2990611016977236
313,3140.0,2.381623815936336
314,3150.0,2.4271510460459265
315,3160.0,2.221620755563003
316,3170.0,2.359084658822454
317,3180.0,2.247068347864062
318,3190.0,2.2688932764757554
319,3200.0,2.382230664798527
320,3210.0,2.3410843024732513
321,3220.0,2.314692383744363
322,3230.0,2.104428147714425
323,3240.0,2.3671708372666993
324,3250.0,2.3495013141212344
325,3260.0,2.4355187164149146
326,3270.0,2.491866756862182
327,3280.0,2.262209700309837
328,3290.0,2.501703704430833
329,3300.0,2.2840898606056417
330,3310.0,2.2424848749197483
331,3320.0,2.290604840613768
332,3330.0,2.2908642860468196
333,3340.0,2.2471840739803985
334,3350.0,2.2630786133953342
335,3360.0,2.3840344358350847
336,3370.0,2.1526509283879203
337,3380.0,2.331964123041022
338,3390.0,2.3280024989837225
339,3400.0,2.255658029262055
340,3410.0,2.331915828159241
341,3420.0,2.2700901129275928
342,3430.0,2.2056916986883146
343,3440.0,2.362862981281185
344,3450.0,2.3020862604764045
345,3460.0,2.359245884089803
346,3470.0,2.2959409791603336
347,3480.0,2.2559719553507933
348,3490.0,2.2337035566178365
349,3500.0,2.3259822282053486
350,3510.0,2.3009296124365273
351,3520.0,2.3646193674569727
352,3530.0,2.3766717165761766
353,3540.0,2.310887368559889
354,3550.0,2.5470545966556464
355,3560.0,2.3149268102485667
356,3570.0,2.3656237845157184
357,3580.0,2.3845267705338977
358,3590.0,2.4934835163362368
359,3600.0,2.325111072263514
360,3610.0,2.5159481919423117
361,3620.0,2.211257978870345
362,3630.0,2.257402258311172
363,3640.0,2.469141730144064
364,3650.0,2.313726913098935
365,3660.0,2.306588294681421
366,3670.0,2.37748760608607
367,3680.0,2.3941441898339524
368,3690.0,2.3454722261107186
369,3700.0,2.5205414770936416
370,3710.0,2.340668683952117
371,3720.0,2.2739892986151173
372,3730.0,2.397483510316751
373,3740.0,2.5061424991222654
374,3750.0,2.422304900062571
375,3760.0,2.430252362649674
376,3770.0,2.2004286604515877
377,3780.0,2.297363914509678
378,3790.0,2.368929789330695
379,3800.0,2.428418777308079
380,3810.0,2.3540135197328422
381,3820.0,2.389566826837496
382,3830.0,2.2370873601827066
383,3840.0,2.3346140044032127
384,3850.0,2.398137375421861
385,3860.0,2.427714748079472
386,3870.0,2.5098400906562737
387,3880.0,2.3741387067705557
388,3890.0,2.6679932863523734
389,3900.0,2.471935900120453
390,3910.0,2.6594007990347506
391,3920.0,2.401303789025777
392,3930.0,2.37599299339257
393,3940.0,2.595719394612826
394,3950.0,2.6201061335368863
395,3960.0,2.5168736647874996
396,3970.0,2.4443379148345086
397,3980.0,2.5019833268728084
398,3990.0,2.457499923677412
399,4000.0,2.380270553231905
400,4010.0,2.6172853997681456
401,4020.0,2.5297941864745077
402,4030.0,2.5625544339281556
403,4040.0,2.4082804042330177
404,4050.0,2.5155813239949727
405,4060.0,2.571130343942065
406,4070.0,2.53826553289384
407,4080.0,2.5449201490607867
408,4090.0,2.351449781206302
409,4100.0,2.560540869025527
410,4110.0,2.550482326708692
411,4120.0,2.562559522202483
412,4130.0,2.517124777043934
413,4140.0,2.493601925303339
414,4150.0,2.4680137401940305
415,4160.0,2.5285760044996444
416,4170.0,2.5886050943970282
417,4180.0,2.6395999661339777
418,4190.0,2.462557459635561
419,4200.0,2.523401829941932
420,4210.0,2.681475870043671
421,4220.0,2.602554131734499
422,4230.0,2.553762435340464
423,4240.0,2.5643318615441375
424,4250.0,2.654412923324084
425,4260.0,2.693029705882877
426,4270.0,2.4647601398420655
427,4280.0,2.457721685626867
428,4290.0,2.597341674109468
429,4300.0,2.545610376543155
430,4310.0,2.6229587883140675
431,4320.0,2.407134276702517
432,4330.0,2.4354536631242953
433,4340.0,2.6168210378306918
434,4350.0,2.4626172817002128
435,4360.0,2.484050589948211
436,4370.0,2.5123279606067053
437,4380.0,2.3828078723016564
438,4390.0,2.465666086692669
439,4400.0,2.4892007556647857
440,4410.0,2.447583134165089
441,4420.0,2.515497968408689
442,4430.0,2.7122671882623526
443,4440.0,2.6169959451576505
444,4450.0,2.629986771661224
445,4460.0,2.5913565099357903
446,4470.0,2.524993088434042
447,4480.0,2.4063372611500142
448,4490.0,2.5761529745329663
449,4500.0,2.444269362674045
450,4510.0,2.4185503896969633
451,4520.0,2.665333813453367
452,4530.0,2.5517376250436463
453,4540.0,2.4194706542661217
454,4550.0,2.554439966207599
455,4560.0,2.512619558830649
456,4570.0,2.3086161399020306
457,4580.0,2.547533982135258
458,4590.0,2.630483450945196
459,4600.0,2.5556534207465917
460,4610.0,2.5136416274022393
461,4620.0,2.725291858938337
462,4630.0,2.548591240113242
463,4640.0,2.6414763543644977
464,4650.0,2.581625816615067
465,4660.0,2.8451438024186175
466,4670.0,2.6290195175863222
467,4680.0,2.6615606700511036
468,4690.0,2.68220507614029
469,4700.0,2.659105747724381
470,4710.0,2.9094765067811923
471,4720.0,2.858813460322982
472,4730.0,2.743781725485657
473,4740.0,2.5842035776123056
474,4750.0,2.722767950622951
475,4760.0,2.7613040779742044
476,4770.0,2.537627835387814
477,4780.0,2.752801011347529
478,4790.0,2.8884137506844914
479,4800.0,2.7632237442819707
480,4810.0,2.555697996334604
481,4820.0,2.9779575045902216
482,4830.0,2.741219662888339
483,4840.0,2.6857990180474984
484,4850.0,2.767338784540379
485,4860.0,2.701626091144507
486,4870.0,2.629498316260839
487,4880.0,2.621099802635365
488,4890.0,2.6380130416856926
489,4900.0,2.604290879747167
490,4910.0,2.703894995773326
491,4920.0,2.702294044798407
492,4930.0,2.7035845435676933
493,4940.0,2.636166421517181
494,4950.0,2.682119960221131
495,4960.0,2.6426956687849135
496,4970.0,2.612129933112197
497,4980.0,2.6057160638201022
498,4990.0,2.600359951364888
499,5000.0,2.717413672218821
500,5010.0,2.762298596832774
501,5020.0,2.7209550326478777
502,5030.0,2.803308742333226
503,5040.0,2.6941391700832273
504,5050.0,2.7679482957159856
505,5060.0,2.5797793180202353
506,5070.0,2.5582285049202196
507,5080.0,2.8052567882815795
508,5090.0,2.650219659642512
509,5100.0,2.8187263252327193
510,5110.0,2.755783060168716
511,5120.0,2.6256160966485234
512,5130.0,2.5936223194993975
513,5140.0,2.7450018994810956
514,5150.0,2.8622394598914
515,5160.0,2.6703537169660367
516,5170.0,2.6247497816801735
517,5180.0,2.7786583715665403
518,5190.0,2.883414831606452
519,5200.0,2.88328574456584
520,5210.0,2.932813271234471
521,5220.0,2.8247078919817183
522,5230.0,2.8113588579384263
523,5240.0,2.757401583399854
524,5250.0,2.9308415371419843
525,5260.0,2.7664193189244353
526,5270.0,2.8116257611607596
527,5280.0,2.6615980382540427
528,5290.0,2.810308698403987
529,5300.0,2.8443520150733157
530,5310.0,2.7656324406815354
531,5320.0,2.668618392914951
532,5330.0,2.912562617052947
533,5340.0,2.9346241597350784
534,5350.0,2.7984777508269794
535,5360.0,2.9029807491540116
536,5370.0,2.728785444569547
537,5380.0,2.729070414648913
538,5390.0,2.7428101336406434
539,5400.0,2.6793524585588457
540,5410.0,2.8178296653753327
541,5420.0,2.8491308915719245
542,5430.0,2.8177118259101372
543,5440.0,2.8495245526398376
544,5450.0,2.5694034899340354
545,5460.0,3.1475159851468955
546,5470.0,2.9349409100961537
547,5480.0,2.8885015228510316
548,5490.0,2.6340889082014014
549,5500.0,2.943150405161946
550,5510.0,2.856168802875027
551,5520.0,2.770198047584131
552,5530.0,2.9450221621449835
553,5540.0,2.7424575075165665
554,5550.0,2.548393421266566
555,5560.0,2.7789736470923705
556,5570.0,2.806694714703033
557,5580.0,2.6567258154319586
558,5590.0,2.951850201422739
559,5600.0,2.9002891285781605
560,5610.0,2.976952998220925
561,5620.0,2.793821786746475
562,5630.0,2.923212005342875
563,5640.0,2.7156955692713027
564,5650.0,2.6257969077697565
565,5660.0,2.756518146384562
566,5670.0,2.798548238261956
567,5680.0,2.7207002122745267
568,5690.0,3.018328955959523
569,5700.0,2.7515483986531546
570,5710.0,2.9841776757914236
571,5720.0,2.805573437295501
572,5730.0,2.8201278474358604
573,5740.0,2.879589251768691
574,5750.0,2.747108105201204
575,5760.0,2.8034530186459117
576,5770.0,2.9263748083888874
577,5780.0,2.6599240438283007
578,5790.0,2.7518740269554796
579,5800.0,2.7382285862856897
580,5810.0,2.710491868750827
581,5820.0,2.8664298796989454
582,5830.0,2.8432946548839
583,5840.0,2.8054617810401106
584,5850.0,2.7655271319289727
585,5860.0,2.908067458620933
586,5870.0,2.7929309027623144
587,5880.0,2.7946748329465505
588,5890.0,2.712394571293043
589,5900.0,2.643864028693557
590,5910.0,2.7081856544423784
591,5920.0,2.623079150778732
592,5930.0,2.6858882375203903
593,5940.0,2.647603214611055
594,5950.0,2.5722792549030755
595,5960.0,2.6164433422663236
596,5970.0,2.9490247321045304
597,5980.0,2.556196803925273
598,5990.0,2.626649109866936
599,6000.0,2.735906181816317
600,6010.0,2.72246529854622
601,6020.0,2.7817133395270623
602,6030.0,2.6124050917827555
603,6040.0,2.726289176412641
604,6050.0,2.785300920979295
605,6060.0,2.759004313857728
606,6070.0,2.832217537718003
607,6080.0,2.93665830139867
608,6090.0,2.829686026487164
609,6100.0,2.905431306931922
610,6110.0,2.879086940627916
611,6120.0,2.915325962234957
612,6130.0,2.9356357414847056
613,6140.0,2.7127353413404967
614,6150.0,2.8420336962557475
615,6160.0,2.644957737698626
616,6170.0,2.8131985269042263
617,6180.0,2.83296790054174
618,6190.0,2.9352253763045306
619,6200.0,2.9394080974772003
620,6210.0,2.8112316668190522
621,6220.0,3.0517641802573077
622,6230.0,2.9255744108854422
623,6240.0,2.9302577244247097
624,6250.0,2.8218809993853116
625,6260.0,2.8745466792115297
626,6270.0,2.799959901231574
627,6280.0,2.8097340330595206
628,6290.0,2.7040963376265035
629,6300.0,2.765548557735247
630,6310.0,2.989169410786562
631,6320.0,2.773808936111882
632,6330.0,2.991148705831519
633,6340.0,2.8595945554100295
634,6350.0,2.8678346432362933
635,6360.0,2.960637631535747
636,6370.0,2.843086023389249
637,6380.0,3.0608910982007966
638,6390.0,2.8477888583105857
639,6400.0,2.8203509022878115
640,6410.0,3.1360280685322395
641,6420.0,2.8817482432714048
642,6430.0,2.6221143062859946
643,6440.0,2.9877103339659468
644,6450.0,2.9174714176472705
645,6460.0,2.8631817121951117
646,6470.0,2.8844749717054303
647,6480.0,2.7479695414440575
648,6490.0,2.8944803233914005
649,6500.0,2.9053364654119567
650,6510.0,2.974056621934861
651,6520.0,2.9347273399452254
652,6530.0,2.780884780316315
653,6540.0,2.9067035867166653
654,6550.0,3.0143335756062113
655,6560.0,2.8895803376735096
656,6570.0,2.9704028488109864
657,6580.0,2.8855897398158157
658,6590.0,2.8317158438123644
659,6600.0,2.927805745157426
660,6610.0,2.724480858913825
661,6620.0,2.9025217140137927
662,6630.0,2.955551383141482
663,6640.0,2.946631563317035
664,6650.0,2.872433131753511
665,6660.0,3.1549708809130323
666,6670.0,2.9306390575471557
667,6680.0,2.8386695569756615
668,6690.0,3.1009173214703383
669,6700.0,2.779926812429209
670,6710.0,3.053694698826252
671,6720.0,3.150641326037349
672,6730.0,2.7954862451488864
673,6740.0,2.8428726052990796
674,6750.0,2.738851943339925
675,6760.0,2.785238266247488
676,6770.0,2.7119486734317975
677,6780.0,2.8637168593378743
678,6790.0,2.825106963289102
679,6800.0,2.6849857817824745
680,6810.0,2.827210251647941
681,6820.0,2.7662012921702908
682,6830.0,2.9598309164583636
683,6840.0,2.781207477018832
684,6850.0,2.649102772333141
685,6860.0,2.894063909821431
686,6870.0,2.9024104926675713
687,6880.0,2.9419461040754378
688,6890.0,2.929085938347509
689,6900.0,2.875560631148224
690,6910.0,2.9822921456272757
691,6920.0,2.9436877169652025
692,6930.0,2.9030324876000595
693,6940.0,3.006918942471878
694,6950.0,3.15475879214724
695,6960.0,2.734941050225883
696,6970.0,3.0962838299137876
697,6980.0,2.8563915167056875
698,6990.0,2.8631269869584086
699,7000.0,2.7045200378883982
700,7010.0,2.743972670801645
701,7020.0,3.2185924052419583
702,7030.0,2.962653597797738
703,7040.0,2.9316063995738615
704,7050.0,3.08870528756122
705,7060.0,2.9850561399684015
706,7070.0,3.1430722996972786
707,7080.0,3.0874065045630337
708,7090.0,3.115225560332675
709,7100.0,2.9233706707879072
710,7110.0,2.834323290901437
711,7120.0,2.982751041727562
712,7130.0,3.0691275627303707
713,7140.0,2.874889756355244
714,7150.0,2.8534661840482993
715,7160.0,3.086023663916923
716,7170.0,2.861806642108447
717,7180.0,2.8717076784299387
718,7190.0,2.9416020516926085
719,7200.0,2.9844454875260666
720,7210.0,3.0092221591804265
721,7220.0,2.9447675811792826
722,7230.0,2.8298673975661353
723,7240.0,3.1116716285383066
724,7250.0,2.994865754915756
725,7260.0,3.1781397611105837
726,7270.0,3.304362925279833
727,7280.0,3.0409518145402004
728,7290.0,2.9545216093286677
729,7300.0,3.123575988886362
730,7310.0,3.1405861727809516
731,7320.0,2.9299071902552964
732,7330.0,2.9011612819288186
733,7340.0,3.1410303920831675
734,7350.0,2.93977533213542
735,7360.0,3.0030520576641364
736,7370.0,3.0718780354705877
737,7380.0,3.040428276779765
738,7390.0,3.0576792585421773
739,7400.0,2.8816586537428366
740,7410.0,3.2665876594894367
741,7420.0,2.915440455473333
742,7430.0,3.281529268344113
743,7440.0,3.2527145585820487
744,7450.0,2.974889046131189
745,7460.0,3.1592335252133457
746,7470.0,3.0118457159699448
747,7480.0,3.1750747188628954
748,7490.0,2.9209502864104713
749,7500.0,2.9439547675392403
750,7510.0,3.214354159288843
751,7520.0,3.0397592375665403
752,7530.0,3.2686572972875103
753,7540.0,3.0492939818999205
754,7550.0,2.985427698197253
755,7560.0,3.193797040139875
756,7570.0,3.234166380060064
757,7580.0,3.0850890318941278
758,7590.0,2.8626565339549295
759,7600.0,2.9781795279981385
760,7610.0,3.0992615458165442
761,7620.0,2.805830561964124
762,7630.0,2.9822722659721346
763,7640.0,3.128271754170837
764,7650.0,3.2704012123385007
765,7660.0,3.1235486564520403
766,7670.0,3.1454918908629446
767,7680.0,2.9458717730418584
768,7690.0,3.1562463876981766
769,7700.0,3.0406508960694936
770,7710.0,3.2393715496243622
771,7720.0,3.1221332577904075
772,7730.0,3.157445972039068
773,7740.0,2.9796877841814027
774,7750.0,3.086864294730413
775,7760.0,3.2274520266825313
776,7770.0,3.0811275388187016
777,7780.0,2.9686494511764154
778,7790.0,2.9215041957190997
779,7800.0,3.2869309582023214
780,7810.0,3.135595518407041
781,7820.0,3.084629868012739
782,7830.0,3.176260999295225
783,7840.0,3.170597871805692
784,7850.0,3.06716178753722
785,7860.0,3.0145136617593686
786,7870.0,2.9191450549120423
787,7880.0,3.0035773201017957
788,7890.0,3.1718914450486215
789,7900.0,3.2213687577985963
790,7910.0,3.102871238771649
791,7920.0,3.172043770091013
792,7930.0,3.080202372999105
793,7940.0,3.170787825485889
794,7950.0,3.1905764367270244
795,7960.0,3.2006183031781146
796,7970.0,3.304149147352734
797,7980.0,3.1346965125263297
798,7990.0,3.2114853701850543
799,8000.0,3.2893704913778814
800,8010.0,3.243271623143001
801,8020.0,3.3501836342990052
802,8030.0,3.103096783005885
803,8040.0,3.2414694594245606
804,8050.0,3.2946204425371164
805,8060.0,3.116028932843371
806,8070.0,3.4531684416636645
807,8080.0,3.0764979505434678
808,8090.0,3.498415633019776
809,8100.0,3.293787666289846
810,8110.0,3.1373132350481057
811,8120.0,3.1895140468634753
812,8130.0,3.290686008686558
813,8140.0,3.226397825820076
814,8150.0,3.3344222235337546
815,8160.0,3.307189866008118
816,8170.0,3.2949963808319067
817,8180.0,3.264534615657788
818,8190.0,3.377474691833051
819,8200.0,3.2231873351975526
820,8210.0,3.2095768129700604
821,8220.0,3.1753754879681266
822,8230.0,3.130621576262527
823,8240.0,3.4138607288559526
824,8250.0,3.1527209314174462
825,8260.0,3.194982143592949
826,8270.0,3.3167013634240856
827,8280.0,3.3161506825213882
828,8290.0,3.080336404181747
829,8300.0,3.1216525467411294
830,8310.0,3.016702411691306
831,8320.0,3.2920678211189554
832,8330.0,3.198416209204809
833,8340.0,3.104065905783579
834,8350.0,3.0946318558361163
835,8360.0,3.1846345804899037
836,8370.0,3.046426675455393
837,8380.0,3.3927854398218673
838,8390.0,3.1853172120150917
839,8400.0,3.2127279344406054
840,8410.0,3.207185797402496
841,8420.0,3.1625356905890665
842,8430.0,3.3336692275806796
843,8440.0,3.3096804680814365
844,8450.0,2.9869292144748454
845,8460.0,3.3355326267226646
846,8470.0,3.2027558700131022
847,8480.0,3.44956941514096
848,8490.0,3.323895991612167
849,8500.0,3.22712082727623
850,8510.0,3.2914571623214948
851,8520.0,3.078680778004786
852,8530.0,3.287607259024937
853,8540.0,3.2066120423908346
854,8550.0,3.2952539577890256
855,8560.0,3.3753498877751835
856,8570.0,3.2244082976438415
857,8580.0,3.168295371235666
858,8590.0,3.3177622672762355
859,8600.0,3.3660532234195366
860,8610.0,3.539887877090511
861,8620.0,3.3747048898635685
862,8630.0,3.317074816008154
863,8640.0,3.165717526953064
864,8650.0,3.259467737162877
865,8660.0,3.4121561923647117
866,8670.0,3.2956637046106843
867,8680.0,3.4760739736859296
868,8690.0,3.338115597547677
869,8700.0,3.373182654394231
870,8710.0,3.297747026469669
871,8720.0,3.2471534460557527
872,8730.0,3.1708342687282562
873,8740.0,3.569662450505537
874,8750.0,3.150587780999137
875,8760.0,3.5009616017942817
876,8770.0,3.3324733491272203
877,8780.0,3.121140048195869
878,8790.0,3.268329366238286
879,8800.0,3.3068502473951455
880,8810.0,3.2166683015344044
881,8820.0,3.237591209971184
882,8830.0,3.1774535825223453
883,8840.0,3.3367177616318293
884,8850.0,3.3493636576390244
885,8860.0,3.2656310521024725
886,8870.0,3.294615590193971
887,8880.0,3.269499713037018
888,8890.0,3.6694440054165987
889,8900.0,3.2533399446782494
890,8910.0,3.4635187219843977
891,8920.0,3.2843513345483566
892,8930.0,3.3154265533392513
893,8940.0,3.3442945474806147
894,8950.0,3.2860576537730193
895,8960.0,3.349939137591632
896,8970.0,3.2441775342512504
897,8980.0,3.3520256973262574
898,8990.0,3.382950874936375
899,9000.0,3.258134030648791
900,9010.0,3.3856553202117
