,generation,valid_fitness
80,810.0,1.5996753332624274
81,820.0,1.8638196766594881
82,830.0,1.6726385905250345
83,840.0,1.5168473258159398
84,850.0,1.7692598924861727
85,860.0,1.7809245446515087
86,870.0,1.6838651537629346
87,880.0,1.693835195177403
88,890.0,1.8008540661313823
89,900.0,1.8273160792955054
90,910.0,1.7059207831083358
91,920.0,1.819644565384107
92,930.0,1.814040352948281
93,940.0,1.8732296059283624
94,950.0,1.5167596984790603
95,960.0,1.5233501454254734
96,970.0,1.7334472186910068
97,980.0,2.0118010469188126
98,990.0,1.8351952709413601
99,1000.0,1.7358580611315206
100,1010.0,1.6326196387781224
101,1020.0,2.0378691960483173
102,1030.0,1.8832982636021263
103,1040.0,1.867759775431065
104,1050.0,1.6471210284746862
105,1060.0,1.8291499422620507
106,1070.0,1.9194258428912059
107,1080.0,1.6331696835349363
108,1090.0,1.8488375890084259
109,1100.0,1.830444125792503
110,1110.0,1.654951753045071
111,1120.0,2.088308231881513
112,1130.0,2.0010064734341477
113,1140.0,2.0010867852767786
114,1150.0,1.7900850281775593
115,1160.0,2.2988583841297587
116,1170.0,1.9149720512321775
117,1180.0,1.9130217075113516
118,1190.0,1.7860111784059307
119,1200.0,1.954300415820532
120,1210.0,2.154382451396148
121,1220.0,2.218059485043378
122,1230.0,2.0223774582369556
123,1240.0,1.9311216068414436
124,1250.0,1.99930330526963
125,1260.0,1.9865690931274154
126,1270.0,1.7771610153533697
127,1280.0,2.091085455853646
128,1290.0,2.2792283976510173
129,1300.0,2.1619433706574553
130,1310.0,1.9626838283829298
131,1320.0,1.8578643713658998
132,1330.0,1.7244658033672386
133,1340.0,2.0449805413539126
134,1350.0,2.057614129740443
135,1360.0,1.8167317025084584
136,1370.0,1.8486642219970264
137,1380.0,1.641991669523943
138,1390.0,2.1584253330903076
139,1400.0,1.7337300674890843
140,1410.0,1.8486428334909786
141,1420.0,1.8991499136836327
142,1430.0,2.1378429905728114
143,1440.0,1.6091019049957762
144,1450.0,1.9309229094428584
145,1460.0,2.0917678763542047
146,1470.0,1.744558938320187
147,1480.0,1.9361193469663227
148,1490.0,1.8008828686429705
149,1500.0,1.766711537171439
150,1510.0,1.8477520854537337
151,1520.0,2.103915518290117
152,1530.0,1.9804123444480222
153,1540.0,2.0811913002724656
154,1550.0,2.1621448114832673
155,1560.0,1.8809604765054158
156,1570.0,1.9262951205117431
157,1580.0,1.8885056113190162
158,1590.0,1.8009223044483909
159,1600.0,2.5115586543850896
160,1610.0,1.7000005892003704
161,1620.0,2.3223925291774328
162,1630.0,2.3161827903229906
163,1640.0,2.2768774131633034
164,1650.0,2.016355339055907
165,1660.0,1.8380450485198665
166,1670.0,2.3854140282770993
167,1680.0,1.768821539855589
168,1690.0,2.092844359207534
169,1700.0,1.826178564335157
170,1710.0,2.1941782415539843
171,1720.0,1.9914708249044768
172,1730.0,2.01489451867426
173,1740.0,1.9177447783083545
174,1750.0,2.0043517257818277
175,1760.0,1.8803453241713566
176,1770.0,1.7773656660429868
177,1780.0,1.7609291717740976
178,1790.0,2.273400447978485
179,1800.0,2.1504789954096055
180,1810.0,2.1933288769234327
181,1820.0,2.2662494283337296
182,1830.0,2.2275512733874656
183,1840.0,2.095463143727555
184,1850.0,2.2377458910699173
185,1860.0,2.114030773743903
186,1870.0,1.6759845814614178
187,1880.0,2.1721140540821526
188,1890.0,1.8998353030610573
189,1900.0,2.4327097441133163
190,1910.0,2.470101087125826
191,1920.0,2.2110025554700985
192,1930.0,2.473525797864547
193,1940.0,2.2889913124599413
194,1950.0,2.240658871594257
195,1960.0,2.4337107166017637
196,1970.0,1.8822984191906398
197,1980.0,1.8974264774125416
198,1990.0,2.1769280685194876
199,2000.0,2.394201075816827
200,2010.0,1.8810423022681273
201,2020.0,2.2514953352576343
202,2030.0,2.1571252959830414
203,2040.0,1.9884112169745052
204,2050.0,1.9036115371453612
205,2060.0,2.3096922901498935
206,2070.0,2.228500763218111
207,2080.0,2.5198948643787387
208,2090.0,2.111691080786536
209,2100.0,2.34604028551207
210,2110.0,2.053662068717864
211,2120.0,2.167052676570659
212,2130.0,2.3055240637712715
213,2140.0,2.259820924709069
214,2150.0,2.4551905441750637
215,2160.0,2.426302123870561
216,2170.0,2.086810505922997
217,2180.0,2.1998820456320556
218,2190.0,2.2426449454580055
219,2200.0,2.078394575270749
220,2210.0,1.7315722560103817
221,2220.0,2.233425974474587
222,2230.0,2.5121558553584897
223,2240.0,2.3031359371002136
224,2250.0,2.1176264920316736
225,2260.0,2.295092019660829
226,2270.0,2.055898931395704
227,2280.0,2.1288662074635765
228,2290.0,2.212860054688832
229,2300.0,2.166370609705766
230,2310.0,1.7178804627566095
231,2320.0,2.077684314115083
232,2330.0,2.382280220586303
233,2340.0,1.9819583116586217
234,2350.0,1.898857155694623
235,2360.0,1.875410460597921
236,2370.0,2.302298551978679
237,2380.0,2.2434793907777584
238,2390.0,2.4585498665852357
239,2400.0,2.1265198591966072
240,2410.0,2.7350148382292443
241,2420.0,2.5014185501920854
242,2430.0,2.5533988360338227
243,2440.0,2.315514202823185
244,2450.0,2.1568704398756067
245,2460.0,2.5195416011928007
246,2470.0,2.7455193868421452
247,2480.0,2.191363892261327
248,2490.0,2.4331013539372033
249,2500.0,2.441790893917355
250,2510.0,2.0237397849887415
251,2520.0,2.0865159412321583
252,2530.0,2.467696105885159
253,2540.0,2.314978077411906
254,2550.0,2.2998709108857316
255,2560.0,2.2097520806813384
256,2570.0,2.5760238273868055
257,2580.0,2.340111056194933
258,2590.0,1.7332744021282116
259,2600.0,2.293752488211251
260,2610.0,2.3423392386023334
261,2620.0,1.8152839703457895
262,2630.0,2.1377161887076643
263,2640.0,2.154726516678576
264,2650.0,2.244356339524128
265,2660.0,2.0086820670828054
266,2670.0,1.9831306237420474
267,2680.0,2.2937803987680585
268,2690.0,2.35234458248307
269,2700.0,2.37205571354315
270,2710.0,2.126233649033913
271,2720.0,2.094761963591822
272,2730.0,1.8973837749107527
273,2740.0,1.7716457225889126
274,2750.0,2.339830220832203
275,2760.0,2.147074524077002
276,2770.0,2.093558232541355
277,2780.0,2.214733687661001
278,2790.0,2.257292310792636
279,2800.0,2.2513601313740987
280,2810.0,1.9738019214998803
281,2820.0,2.1105456100893782
282,2830.0,1.8319791609611535
283,2840.0,2.017605830225277
284,2850.0,1.8986551580308246
285,2860.0,2.126762874905864
286,2870.0,2.5152903578083574
287,2880.0,1.8727077078519527
288,2890.0,2.1094204770958154
289,2900.0,2.444123012228063
290,2910.0,2.348298021044546
291,2920.0,1.77557210607623
292,2930.0,2.407791862227274
293,2940.0,2.205561214904342
294,2950.0,2.0270355315562463
295,2960.0,2.0192139586744795
296,2970.0,2.0268767212143457
297,2980.0,2.9288543012108734
298,2990.0,2.020077662009869
299,3000.0,2.043787142020174
300,3010.0,1.800339835443639
301,3020.0,1.8498894887602817
302,3030.0,2.236172118240706
303,3040.0,2.1129057811937346
304,3050.0,2.4729016217462725
305,3060.0,2.317388117562017
306,3070.0,2.4300077246388283
307,3080.0,2.4930750083522097
308,3090.0,2.4032333001897133
309,3100.0,2.489373054229859
310,3110.0,2.2340841361734984
311,3120.0,1.7627084427434014
312,3130.0,2.203195903629647
313,3140.0,1.9964863701775357
314,3150.0,2.2651549563004423
315,3160.0,2.2977949784975986
316,3170.0,1.881060018061453
317,3180.0,2.1133936500537924
318,3190.0,2.2342373564235527
319,3200.0,2.4996600137499114
320,3210.0,2.02218988413422
321,3220.0,2.0855136171783446
322,3230.0,2.548816775574683
323,3240.0,2.8367630989273342
324,3250.0,2.2720193409398224
325,3260.0,2.290188349534212
326,3270.0,2.3723233724921466
327,3280.0,2.1908283511822537
328,3290.0,2.028892285804734
329,3300.0,2.235641266462659
330,3310.0,2.467049836442259
331,3320.0,2.410694569203635
332,3330.0,2.835868590309845
333,3340.0,2.3497622614816507
334,3350.0,2.467352064062239
335,3360.0,2.275777902040778
336,3370.0,2.15814282445048
337,3380.0,2.102693473133423
338,3390.0,2.353441923167844
339,3400.0,2.2532025661730026
340,3410.0,2.4354481832503647
341,3420.0,2.7499162289671464
342,3430.0,2.2289521211300256
343,3440.0,2.1467499286432834
344,3450.0,1.9924961005337907
345,3460.0,2.3139282722882557
346,3470.0,2.21434608153015
347,3480.0,1.9651121436335834
348,3490.0,2.3461882491384305
349,3500.0,2.713996320722233
350,3510.0,1.8995042672704197
351,3520.0,2.4248327889461545
352,3530.0,2.1455095957847963
353,3540.0,2.0567269879197463
354,3550.0,2.2490094267872967
355,3560.0,2.3499167841177226
356,3570.0,2.479580609978363
357,3580.0,2.150629783934052
358,3590.0,2.2762534029032815
359,3600.0,2.7160294746728475
360,3610.0,2.3719306254985097
361,3620.0,3.333862661738433
362,3630.0,2.446116272006003
363,3640.0,1.8955510971932032
364,3650.0,2.1611314405510114
365,3660.0,2.941005180232851
366,3670.0,2.7369845090510765
367,3680.0,2.1069970311283313
368,3690.0,2.662655338602271
369,3700.0,2.6017755899290993
370,3710.0,2.5420406828127704
371,3720.0,2.1301236060959274
372,3730.0,2.303827764479769
373,3740.0,2.30316549927859
374,3750.0,2.379887492746364
375,3760.0,2.462634993926558
376,3770.0,3.082698849677495
377,3780.0,2.2158581034641602
378,3790.0,2.3051773509728477
379,3800.0,2.9407301594633433
380,3810.0,2.1427038296988
381,3820.0,2.276558569141806
382,3830.0,2.5151757246795032
383,3840.0,2.2685291189836776
384,3850.0,2.814539783747509
385,3860.0,2.5923521210250677
386,3870.0,2.8282842876374925
387,3880.0,2.587667435388222
388,3890.0,3.308847240365239
389,3900.0,2.582134598756907
390,3910.0,2.83357723503275
391,3920.0,2.141877024703677
392,3930.0,1.9496436281456817
393,3940.0,3.1363417126892483
394,3950.0,2.448464167677854
395,3960.0,2.4566159737652296
396,3970.0,2.1401431507298057
397,3980.0,2.293550392142739
398,3990.0,2.334047567716601
399,4000.0,2.691037302157704
400,4010.0,2.1771098514403526
401,4020.0,2.437891114110749
402,4030.0,2.4064278633525125
403,4040.0,2.3396620129885135
404,4050.0,2.5489608294089714
405,4060.0,3.0399525648793486
406,4070.0,2.3696918377237015
407,4080.0,2.8939341171386457
408,4090.0,2.423679084190472
409,4100.0,2.747976067833225
410,4110.0,2.3667769563107246
411,4120.0,2.207966479344151
412,4130.0,2.5171185458328638
413,4140.0,2.297081608072509
414,4150.0,2.2648034626234654
415,4160.0,2.4121310351472705
416,4170.0,2.2721534988501104
417,4180.0,3.0755606215618743
418,4190.0,2.163002120829836
419,4200.0,3.015764567753963
420,4210.0,2.3696848089128584
421,4220.0,2.5197896508444946
422,4230.0,2.693522592154576
423,4240.0,2.3209926934841207
424,4250.0,1.9860373868831138
425,4260.0,2.7205506516366174
426,4270.0,2.183914509847203
427,4280.0,2.918732178024892
428,4290.0,3.442885490154887
429,4300.0,2.6508113342837056
430,4310.0,2.463985487773392
431,4320.0,2.84035207308467
432,4330.0,2.6712506149773785
433,4340.0,3.324712438897192
434,4350.0,2.5350800548387635
435,4360.0,2.901212704692397
436,4370.0,2.387535338603581
437,4380.0,2.4597979636023464
438,4390.0,1.988913778763795
439,4400.0,2.075366189038149
440,4410.0,2.763748808379452
441,4420.0,2.2616155009950982
442,4430.0,2.6320927093456166
443,4440.0,2.6987070753702165
444,4450.0,2.2733294429098203
445,4460.0,2.593350301354349
446,4470.0,2.4106912785096637
447,4480.0,3.095132830211975
448,4490.0,2.5251625864045466
449,4500.0,2.579419377075263
450,4510.0,2.4343744272201473
451,4520.0,2.0466999088921893
452,4530.0,2.8479459680097725
453,4540.0,2.7630455819157267
454,4550.0,2.45714342444088
455,4560.0,3.000944523668567
456,4570.0,2.468191469571797
457,4580.0,2.2809756361182676
458,4590.0,3.357884269191803
459,4600.0,2.597674055501691
460,4610.0,2.7683129893550187
461,4620.0,2.367090347330545
462,4630.0,2.8122306623384405
463,4640.0,2.6562753210305767
464,4650.0,2.7312082550517696
465,4660.0,2.879148453824136
466,4670.0,2.9833315580003132
467,4680.0,3.031186472205757
468,4690.0,2.364617701083716
469,4700.0,2.228762762442098
470,4710.0,2.539126798598347
471,4720.0,3.051413111151498
472,4730.0,2.747771964061819
473,4740.0,2.7750059374690146
474,4750.0,2.1362861811985487
475,4760.0,2.965036716100875
476,4770.0,2.5744875153188893
477,4780.0,2.7948228776238344
478,4790.0,2.883294911594365
479,4800.0,2.354371610687897
480,4810.0,2.626392733322326
481,4820.0,2.5311788855802733
482,4830.0,2.924303401231828
483,4840.0,2.4645130308549814
484,4850.0,2.619062927122182
485,4860.0,3.3781486370825644
486,4870.0,2.8545330670512854
487,4880.0,2.933644565962504
488,4890.0,3.016117241441335
489,4900.0,2.3342125335159256
490,4910.0,2.19335353680299
491,4920.0,3.293850392826147
492,4930.0,2.2005664750631304
493,4940.0,2.239937317300777
494,4950.0,2.746949780295682
495,4960.0,3.613146799796949
496,4970.0,3.011390526720476
497,4980.0,2.5778738641189727
498,4990.0,2.9273664080372885
499,5000.0,2.8363516172235967
500,5010.0,3.747466688812574
501,5020.0,3.387958338884761
502,5030.0,2.502375724444053
503,5040.0,2.74069506449873
504,5050.0,3.273592156042092
505,5060.0,3.187562465640289
506,5070.0,2.7905976732092594
507,5080.0,3.1489199217066792
508,5090.0,3.7783155500684207
509,5100.0,2.2460566660047716
510,5110.0,2.601051145356463
511,5120.0,2.759423158041783
512,5130.0,2.598890496051994
513,5140.0,2.6441917546908487
514,5150.0,2.767672726889965
515,5160.0,2.7298106383169034
516,5170.0,2.8509270826086683
517,5180.0,2.969107310758377
518,5190.0,2.5450375095835596
519,5200.0,2.807730662301125
520,5210.0,2.9703368486666135
521,5220.0,2.551523601658914
522,5230.0,2.515269994581485
523,5240.0,2.5864967650409554
524,5250.0,3.0061899617525194
525,5260.0,2.939428439773588
526,5270.0,3.2310710877384716
527,5280.0,2.626457079747199
528,5290.0,2.5281515370331777
529,5300.0,3.078364438941232
530,5310.0,2.398826409963518
531,5320.0,3.0761104294085193
532,5330.0,2.554292181337172
533,5340.0,2.4478425739995484
534,5350.0,2.5389412044548334
535,5360.0,2.5306762417056605
536,5370.0,2.762076671807116
537,5380.0,2.6846583912641413
538,5390.0,2.838810531116848
539,5400.0,2.333589000891756
540,5410.0,2.8117932788259985
541,5420.0,2.5209580895619697
542,5430.0,2.7148234941642158
543,5440.0,2.1548149372058165
544,5450.0,2.8991862723724777
545,5460.0,3.5002465314333477
546,5470.0,3.0958116165732386
547,5480.0,2.6027768020474618
548,5490.0,2.4356026897949423
549,5500.0,2.749370725310656
550,5510.0,2.3219883408584425
551,5520.0,3.046421973485775
552,5530.0,2.3143122602241273
553,5540.0,2.552172379606086
554,5550.0,2.5253634671610734
555,5560.0,2.9173549893135533
556,5570.0,2.6321170727795313
557,5580.0,2.6447002762173093
558,5590.0,3.260639983082941
559,5600.0,2.6417937129645517
560,5610.0,2.9995044984421
561,5620.0,2.7063816190936603
562,5630.0,2.4665542055966956
563,5640.0,2.3567660848904275
564,5650.0,2.2146529982795156
565,5660.0,2.8499318776780127
566,5670.0,3.1778237210024516
567,5680.0,3.106297532129456
568,5690.0,2.4500384965149062
569,5700.0,3.0550300755446056
570,5710.0,2.5232204247946286
571,5720.0,2.7206241063553036
572,5730.0,2.5282744045646606
573,5740.0,2.631405557253142
574,5750.0,2.710389184765594
575,5760.0,2.8402441226749127
576,5770.0,2.07827331133156
577,5780.0,2.304945211481104
578,5790.0,2.4233426551836676
579,5800.0,3.2518063951702114
580,5810.0,2.720603150400546
581,5820.0,2.6706317143099656
582,5830.0,2.7567348758214494
583,5840.0,2.999049814984927
584,5850.0,2.5911287860764296
585,5860.0,2.3479521257467058
586,5870.0,3.0464020594224253
587,5880.0,2.7615647431353634
588,5890.0,2.1506257865248197
589,5900.0,3.154396972250238
590,5910.0,2.7796281296767233
591,5920.0,2.9723586774849715
592,5930.0,2.3792634476506485
593,5940.0,2.2900783111252756
594,5950.0,2.806126923755352
595,5960.0,2.7511666789949922
596,5970.0,2.7697050517983
597,5980.0,2.380029796548478
598,5990.0,2.441287597200421
599,6000.0,2.4534836458520397
600,6010.0,2.4384739931510753
601,6020.0,2.4898134195877732
602,6030.0,2.71651300264657
603,6040.0,2.802570963720998
604,6050.0,2.689205815102626
605,6060.0,2.958637711578228
606,6070.0,2.6475998720808365
607,6080.0,2.722683775663194
608,6090.0,3.156870271621528
609,6100.0,2.626866668271791
610,6110.0,2.4474985111805476
611,6120.0,2.6057213249438123
612,6130.0,2.6705626346422835
613,6140.0,2.643430171965081
614,6150.0,2.370434448878543
615,6160.0,3.2954788851753163
616,6170.0,3.654862975292085
617,6180.0,2.3221998190652853
618,6190.0,2.7135911524082226
619,6200.0,3.067186740206926
620,6210.0,2.261520689754243
621,6220.0,2.7989875810444405
622,6230.0,2.9736657516610094
623,6240.0,2.604260358593462
624,6250.0,2.307545117945808
625,6260.0,3.7158953264918684
626,6270.0,2.416101335642518
627,6280.0,2.845552530374786
628,6290.0,2.3279080156447844
629,6300.0,2.4937509253333596
630,6310.0,2.6732755787931013
631,6320.0,3.195255051750137
632,6330.0,2.5260741230986596
633,6340.0,3.453953285767947
634,6350.0,3.3244482599876837
635,6360.0,2.7335979576044993
636,6370.0,3.702908861376208
637,6380.0,2.865010835539603
638,6390.0,2.3874879422089323
639,6400.0,3.069766624246714
640,6410.0,3.199802461064544
641,6420.0,2.54863769908985
642,6430.0,3.0631387898065245
643,6440.0,2.263385142642155
644,6450.0,2.5460055675194058
645,6460.0,2.6545538303499354
646,6470.0,2.957387862391066
647,6480.0,2.7371095357176984
648,6490.0,2.761301578372173
649,6500.0,2.8080633798534613
650,6510.0,2.84327899441324
651,6520.0,3.479456840106838
652,6530.0,2.6157961468825004
653,6540.0,2.5192001634521035
654,6550.0,3.22406006492476
655,6560.0,3.090434334549939
656,6570.0,2.7263961700917556
657,6580.0,2.9974878914095
658,6590.0,3.6469353242237093
659,6600.0,3.324931851300343
660,6610.0,3.628706445852159
661,6620.0,3.3633489752459487
662,6630.0,2.5820006788206284
663,6640.0,2.899662795778149
664,6650.0,2.2863976577850487
665,6660.0,3.047437382518838
666,6670.0,2.648023187106853
667,6680.0,2.7269376913219614
668,6690.0,2.652975099310102
669,6700.0,3.651904303641622
670,6710.0,3.2770463111391894
671,6720.0,2.8635978390018835
672,6730.0,3.2361405063482604
673,6740.0,3.143426519975415
674,6750.0,2.129808306091991
675,6760.0,2.735193194256173
676,6770.0,2.4629516881557834
677,6780.0,2.8415227438340267
678,6790.0,2.973532673634301
679,6800.0,2.6598485590679446
680,6810.0,2.739276319242609
681,6820.0,2.9525548818282217
682,6830.0,2.855676086866289
683,6840.0,3.011749206517827
684,6850.0,2.7525598359801053
685,6860.0,2.8831762402457835
686,6870.0,2.814466127749142
687,6880.0,3.2647267803536173
688,6890.0,2.4244117792863067
689,6900.0,2.2085450295070213
690,6910.0,3.2332725932638624
691,6920.0,3.8724321202808323
692,6930.0,2.4639540052091045
693,6940.0,2.8713901774559774
694,6950.0,2.7071943278590407
695,6960.0,2.8564241000254125
696,6970.0,3.291697717402593
697,6980.0,3.0115729643206515
698,6990.0,2.547297070833439
699,7000.0,3.053598823512487
700,7010.0,2.956038283711908
701,7020.0,3.0501443856339967
702,7030.0,2.6386555088648795
703,7040.0,3.180495486359401
704,7050.0,3.078944349385473
705,7060.0,3.588627808209731
706,7070.0,3.689713805298949
707,7080.0,3.0396661628152057
708,7090.0,2.5721031756983135
709,7100.0,4.611299593984995
710,7110.0,2.625249208802158
711,7120.0,4.585123704308243
712,7130.0,4.223232437155252
713,7140.0,3.501328015059177
714,7150.0,2.784205909584545
715,7160.0,3.164665655312825
716,7170.0,2.517378016904801
717,7180.0,3.472464799996829
718,7190.0,3.5976737321317884
719,7200.0,2.9369251062673287
720,7210.0,3.016343093507431
721,7220.0,2.9826516155115264
722,7230.0,2.683211654465216
723,7240.0,3.4698075949203937
724,7250.0,2.641538322726339
725,7260.0,2.892765010334052
726,7270.0,3.2647985699944972
727,7280.0,3.1664099999602824
728,7290.0,2.5535698372410587
729,7300.0,2.682265968424817
730,7310.0,2.6733633291803907
731,7320.0,3.065429831291378
732,7330.0,3.267042474975613
733,7340.0,3.010703678546996
734,7350.0,3.2953380996912927
735,7360.0,3.2317837346293428
736,7370.0,3.1605967303568923
737,7380.0,2.9949724128554926
738,7390.0,3.121382484039129
739,7400.0,4.276045780806992
740,7410.0,2.824846293692423
741,7420.0,3.664683350405953
742,7430.0,2.952058219873309
743,7440.0,2.3493529323325855
744,7450.0,2.981709914071819
745,7460.0,3.1836700839939174
746,7470.0,2.8114846471417843
747,7480.0,3.220184089543415
748,7490.0,3.46180246421086
749,7500.0,2.7023053615160215
750,7510.0,2.576333169293338
751,7520.0,2.7434672060740732
752,7530.0,3.1458366290190267
753,7540.0,2.8167973671198867
754,7550.0,2.7850836066710514
755,7560.0,2.9264500994117078
756,7570.0,3.1767261957414927
757,7580.0,3.245775478381393
758,7590.0,2.786214474237401
759,7600.0,2.6426877596913885
760,7610.0,3.377716084294099
761,7620.0,3.1796229790237573
762,7630.0,2.8343762023023893
763,7640.0,3.042424472980378
764,7650.0,2.439006800521633
765,7660.0,2.7562378301193973
766,7670.0,2.8553283467909574
767,7680.0,2.6240042803963863
768,7690.0,3.0997620158940404
769,7700.0,3.4632713444469854
770,7710.0,2.9817393249606523
771,7720.0,3.3123324199445054
772,7730.0,2.8150113206766227
773,7740.0,2.7153268080403774
774,7750.0,4.31826779261793
775,7760.0,3.725001187857257
776,7770.0,3.196270423781838
777,7780.0,3.123061695924732
778,7790.0,3.5864610212340025
779,7800.0,2.9176654855227184
780,7810.0,2.6265504185038098
781,7820.0,2.611924974527046
782,7830.0,4.1458617634512684
783,7840.0,2.627813610907524
784,7850.0,3.170703332237373
785,7860.0,2.97408113711575
786,7870.0,3.7279494795789483
787,7880.0,3.2792785659919415
788,7890.0,3.2703750749279195
789,7900.0,2.451708536806291
790,7910.0,3.1519894263420842
791,7920.0,2.9594701393145666
792,7930.0,3.551453480761809
793,7940.0,3.166833758783209
794,7950.0,3.034932935631331
795,7960.0,2.6980890559512622
796,7970.0,2.8625312524521442
797,7980.0,2.3864787948095993
798,7990.0,2.864897822777328
799,8000.0,2.4935187228355833
800,8010.0,2.3113240005221565
801,8020.0,3.150251465114846
802,8030.0,2.8490633970032286
803,8040.0,3.4261834956714883
804,8050.0,3.2112751426124984
805,8060.0,3.2845850646465014
806,8070.0,3.0234122658560354
807,8080.0,2.980040274527547
808,8090.0,2.9491180410282136
809,8100.0,2.4697038396434636
810,8110.0,3.0116694624777964
811,8120.0,2.8594305533937145
812,8130.0,2.5780739094913563
813,8140.0,3.780750255478573
814,8150.0,2.9901579313753124
815,8160.0,3.502012094271082
816,8170.0,3.2157761456919927
817,8180.0,2.8046267521314374
818,8190.0,2.554930306647671
819,8200.0,3.6997001773622165
820,8210.0,3.1285578870627084
821,8220.0,2.6320945675577385
822,8230.0,3.2826744049793453
823,8240.0,3.2298696360187145
824,8250.0,2.718575920713728
825,8260.0,3.290810582495337
826,8270.0,4.079331441633023
827,8280.0,2.792913467477613
828,8290.0,3.240893077259327
829,8300.0,2.6725424918556797
830,8310.0,3.1268954895422167
831,8320.0,2.273713631709631
832,8330.0,3.3909425244126736
833,8340.0,3.1196885440180346
834,8350.0,3.2653062700339768
835,8360.0,3.116077258334659
836,8370.0,3.5197277841120784
837,8380.0,3.1700551012541576
838,8390.0,2.6832191642800938
839,8400.0,3.6357440366823313
840,8410.0,2.6004627303647205
841,8420.0,2.9284379067147586
842,8430.0,2.6871355656928233
843,8440.0,3.230662313467812
844,8450.0,2.737312281804483
845,8460.0,2.9018434716497845
846,8470.0,3.169408332745161
847,8480.0,3.1850387428284006
848,8490.0,3.388970510441872
849,8500.0,3.1265615905714252
850,8510.0,2.7707740413237967
851,8520.0,3.2946511743756246
852,8530.0,3.7706500938919354
853,8540.0,2.865025757804425
854,8550.0,3.343047069293016
855,8560.0,3.2960301680071504
856,8570.0,2.990422819944851
857,8580.0,3.2419921688612305
858,8590.0,2.5676365137221207
859,8600.0,2.7546251951545
860,8610.0,2.9151848844841135
861,8620.0,3.423076923612723
862,8630.0,3.143467453316056
863,8640.0,2.7795307319873332
864,8650.0,3.489928162630023
865,8660.0,3.2996768998355455
866,8670.0,2.818158390190153
867,8680.0,2.9965354617501947
868,8690.0,2.847461642378078
869,8700.0,2.6330219362188525
870,8710.0,3.62740171826907
871,8720.0,2.9395319580993515
872,8730.0,3.4611500680926945
873,8740.0,3.8717216675704247
874,8750.0,3.2991727291470734
875,8760.0,3.8037176655766545
876,8770.0,3.699972285132532
877,8780.0,2.9306428969758205
878,8790.0,2.991640471753017
879,8800.0,3.5857676961055494
880,8810.0,2.8622572831702753
881,8820.0,3.240981039771025
882,8830.0,2.791646389062427
883,8840.0,3.3824669680981656
884,8850.0,3.308227731980696
885,8860.0,3.1828465547901317
886,8870.0,2.736732481083965
887,8880.0,2.999709633684541
888,8890.0,3.247028699215432
889,8900.0,3.502792972775745
890,8910.0,3.0389011281496123
891,8920.0,2.8600162219783383
892,8930.0,3.078888128337957
893,8940.0,3.37992149201024
894,8950.0,4.116694361470496
895,8960.0,2.7988103799778004
896,8970.0,3.526953171247796
897,8980.0,2.7860402746913744
898,8990.0,3.4192232237518394
899,9000.0,3.670367589741108
900,9010.0,3.6069185202814786
901,9020.0,2.37314164962173
